_id,recipe_text,category
68e52e7ec8f296d70cd8b378,Телешка яхния със зеленчуци и плодове телешко месо за гулаш маслиново масло червена чушка жълта чушка домат лук чесън зеленчуков бульон картоф сладък картоф тиквичка праскова банан сол лют червен пипер мащерка,
68d5438d1adf687315c6c82e,хрупкави чеснови картофи на фурна картофи олио чесън пресен розмарин сода бикарбонат сол,
68d543d21adf687315c6ccf9,зелена салата с рукола и карфиол зелена салата рукола карфиолнарязан на розички магданоз хималайска солпо желание,
68d6c5cec55ae9b87e6e1d96,шоколадово руло по дубайски яйца захар брашно какао на прах бакпулвер щипка сол паста от шам маскарпоне пудра захар течна сметана ванилия черен шоколад сметана масло пресни листа мента натрошени шам,
68d543c41adf687315c6cc04,пикантни кюфтета на фурна с доматен сос кайма смес кашкавал яйца лук чубрица сминдух лют червен пипер магданоз черен пиперна вкус белени домати чесън олио,
68d5439d1adf687315c6c94d,пица с четири сирена готово тесто доматен сос кашкавал сирене чедър синьо сирене зехтин риганна вкус сух босилекна вкус,
68d543d81adf687315c6cd55,пилешка супа с гъби пилешки бутчета гъби лук чушки моркови пилешки бульон лимон магданоз олио черен пиперна вкус,
68d6c5efc55ae9b87e6e52b9,мраморен крем карамел захар вода кори за баница яйца захар ванилия прясно мляко краве масло,
68d543af1adf687315c6ca93,свински шишчета с кисело мляко свинско месо кисело мляко домати масло чесън пита за сувлаки телешки бульон риган червен пипер захар зехтинза намазване солна вкус черен пиперна вкус,
68e52e7ec8f296d70cd8b0a0,Спагети с доматен сос и кренвирши кренвирш маслиново масло лук морков чесън сол домати от консерва риган спагети сол,
68d6c5d6c55ae9b87e6e20a6,боб с наденица по мъжки боб чушки моркови лук чесън люти чушки джоджен домати сурова наденица олио сол червен пипер чубрица брашно,
68d543a31adf687315c6c9b1,зелева чорба с праз (бульон трезве) зелев сок кисело зеле праз червен пипер орехи олио маслини чилина вкус,
68e52e7ec8f296d70cd8b21e,3 летни салати бейби моцарела зелен фасул чери домат рукола чабата краве масло чесън маслиново масло сол черен пипер пилешко филе сладка царевица чери домат бейби спанак заквасена сметана горчица лимонов сок мед маслиново масло сол черен пипер сьомга пушена сьомга картоф пресен лук яйце олио заквасена сметана лимонов сок дижонска горчица сол черен пипер,
68d543971adf687315c6c8df,"салата с паста, броколи и карфиол макарони броколи карфиол маслини кашкавал майонеза моркови лимони горчица солна вкус",
68d543bd1adf687315c6cb82,градинарска мозайка с картофено пюре кайма смес кашкавал олио зелен лук моркови магданоз грах1 малка консерва сладка царевица1 малка консерва черен пиперна вкус солна вкус картофи прясно мляко масло черен пиперна вкус,
68d6c5d1c55ae9b87e6e1e9a,фалафели от боб мунг с чеснов сос мунг боб лук чесън магданоз кориандър (пресен или смлян) кимион сода бикарбонат сол черен пипер галета олио цедено кисело мляко чесън лимонов сок зехтин копър или мента сол,
68d543cd1adf687315c6cca5,мекици брашно суха мая олио солна вкус,
68e52e7ec8f296d70cd8b19f,Кокосови сладки кокосови стърготини захар сол брашно бакпулвер ванилова пръчка жълтък брашно хартия за печене,
68e52e7ec8f296d70cd8b3d2,Швабски равиоли наденица кайма смес спанак на листа брашно яйце кръгло хлебче майорана телешки бульон див лук сол черен пипер олио,
68d6c5d3c55ae9b87e6e1f6b,печени сливи с ванилия и карамелен сос едри сливи кафява захар краве масло ванилия звездовиден анасон портокалов сок щипка сол ванилов сладолед,
68d543be1adf687315c6cb93,парти кюфтенца кайма смес заквасена сметана олио лук яйца магданоз горчица черен пиперна вкус чубрицана вкус,
68d6c5d6c55ae9b87e6e207e,маслени ронливи бисквити масло захар жълтъци ванилия брашно сол пудра захар,
68d6c5f0c55ae9b87e6e52cc,пържените кюфтета на баба кайма лук стар хляб яйца чубрица черен пипер захар магданоз сода бикарбонат кисело мляко брашно олио,
68e52e7ec8f296d70cd8b2f9,Киш „Лорен“ краве масло брашно бакпулвер сол мазнина лук бекон черен пипер яйце готварска сметана прясно мляко индийско орехче ементал пресен лук,
68d6c5edc55ae9b87e6e51f9,семпъл чийзкейк с ягоди чаени бисквити масло ягоди захар лайм маскарпоне сирене крема сладкарска сметана ягоди,
68d543ce1adf687315c6ccb3,рецепта за специален повод: салата с круши маруля крушисредноголеми червени боровинкиили сушени череши червен лук бекон сирене фета орехи лимони олиозехтин,
68d543ba1adf687315c6cb49,макарони на фурна с калмари и доматен сос калмари гъби стерелизирани домати на кубчета макарони готварска сметана пармезан масло кори за баница лук чесън магданоз зехтин доматено пюре кетчуп дафинов лист царевично нишесте индийско орехче солна вкус черен пиперна вкус,
68d6c5d5c55ae9b87e6e2055,домашен протеинов хляб овесени ядки протеин на прах яйца прясно мляко сода бикарбонат сол ябълков оцет семена и ядки,
68d543c61adf687315c6cc21,катино мезе свинско месобез кост гъби лук масло олио магданоз солна вкус черен пиперна вкус лимонов сокна вкус,
68d6c5efc55ae9b87e6e52bc,лазаня с бял и червен сос кашкавал кори за лазаня прясно мляко брашно сол масло лук чесън гъби доматен сок кайма олио сол риган босилек черен пипер,
68d6c5efc55ae9b87e6e52b6,лястовиче гнездо кайма кимион черен пипер сол чубрица яйца гъби шунка мазнина прясно мляко топено сирене брашно сол бяло вино масло,
68d6c5d9c55ae9b87e6e2188,пържени чушки бюрек червени чушки стар лук магданоз масло олио сол черен пипер чубрица краве сирене брашно галета яйца,
68d543921adf687315c6c88a,пица от макарони на шиш макарони моцарела маслини сладка царевица доматен сосза паста зехтин сол,
68d6c5ecc55ae9b87e6e519c,пържено свинско филе с гарнитура свинско филе картофи брашно олио сол черен пипер талиатели готварска сметана,
68e52e7ec8f296d70cd8b10d,Гриловани бонбони маршмелоу с плодове маршмелоу плодове,
68d6c5d4c55ae9b87e6e1ff4,"смути с диня, лайм и банан диня сок от лайм банани",
68e52e7ec8f296d70cd8b173,Дърпано патешко с картофен гратен картофен гратен хрупкава патица лук червено зеле масло желе от горски плодове оцет сол,
68d543bc1adf687315c6cb6c,рецепта за вързани чеснови питки брашно прясно мляко суха мая олио сол захар зехтин масло чесън магданознарязан солна вкус,
68d6c5d1c55ae9b87e6e1e9d,турска разядка от печени чушки печени червени чушки кашкавал или моцарела чесън зехтин доматено пюре или настърган домат сол черен пипер магданоз,
68d6c5cfc55ae9b87e6e1de0,праз с моркови и ориз по турски праз моркови ориз зехтин доматено пюре сок от лимон захар сол вода,
68d543da1adf687315c6cd7a,"кекс с портокал и карамелен сос яйца захар есенция ванилия олио брашно бакпулвер портокали какао карамелени бонбонимеки, дъвчащи течна сметана",
68d3c2a39e434f308c5924fc,Запечени праскови с крема сирене праскови крем сирене босилек зехтин Балсамова редукция,
68d3c8ba9e434f308c5929ed,Къпкейкове Червено кадифе За мъфините брашно яйца жълтъци захар кисело мляко краве масло олио ванилии какао сода сол оцет сладкарска боя За глазурата крема сирене краве масло пудра захар,
68e52e7ec8f296d70cd8b23a,Телешко със спанак и булгур телешко месо за готвене олио спанак булгур морков лук чесън краве масло кисело мляко брашно джоджен бульон сол черен пипер червен пипер,
68d3c27f9e434f308c5924e3,Пълнени тиквени цветове - панирани цветове от тиквички тиквени цветове извара чесън копър босилек зехтин орехи брашно яйца,
68d6c5d8c55ae9b87e6e2153,паста качо е пепе талиатели пармезан пекорино масло шарен пипер,
68d6c5eec55ae9b87e6e5240,воловани с крем каталана воловани пресни плодове прясно мляко жълтъци захар царевични нишесте ванилия лимонова кора портокалова кора канела,
68e52e7ec8f296d70cd8b071,Бургер със свежи зеленчуци вегански бургер зелена салата домат краставица червен лук олио питка за бургер барбекю сос чили майонеза сол черен пипер,
68e52e7ec8f296d70cd8b442,"Фокача с розмарин и маслини, поднесена с дип от тиквички брашно суха мая сол маслиново масло вода розмарин черни маслини сирене „грана падано“ морска сол черен пипер червен лук чесън тиквичка сушен домат доматен сос босилек",
68d6c5d3c55ae9b87e6e1f5b,вкусна и лесна пилешка кавърма пилешки гърди кромид лук червени чушки моркови чесън чубрица черен пипер червен пипер риган олио за пържене белени домати вода,
68d543a61adf687315c6c9e9,бърз бисквитен десерт с малини какаови бисквити маскарпоне заквасена сметана малини масло пудра захар целувкиза украса,
68d543a51adf687315c6c9d9,"ризото с пиле, зеленчуци и ориз арборио крина ориз арборио крина пилешки бутчета лук червени чушки тиквички чесън царевица пилешки бульон бяло вино лютиво олио солна вкус черен пиперна вкус",
68d6c5eec55ae9b87e6e5257,мариновани сини домати туршия сини домати олио оцет вода сол захар магданоз целина чесън черен пипер,
68d6c5f1c55ae9b87e6e5339,"месно руло с плънка, завито и запечено с бекон кайма яйца галета черен пипер сол чесън шунка чедър спанак бекон картофи",
68d6c5d2c55ae9b87e6e1f05,нежни шоколадови палачинки прясно мляко яйца брашно какао на прах захар масло сол масло,
68d6c5d6c55ae9b87e6e2060,портокалов фреш с цариградско грозде портокали лимон цариградско грозде касис мед газирана вода кубчета лед,
68e52e7ec8f296d70cd8b3da,Винегрет горчица винен оцет захар маслиново масло сол черен пипер,
68d6c5eec55ae9b87e6e523b,шведски кифлички с канела бутертесто краве масло кафява захар канела,
68d6c5d5c55ae9b87e6e204e,пълнени чушки с киноа и боб чушки киноа лук моркови червен боб доматен сос пармезан олио подправка за фасул сол черен пипер,
68d566e809b5c60a72f06772,индийска каша от киноа и леща киноа жълта или червена леща зелен грах моркови картофи лук чесън джинджифил куркума кимион синапено семе червен лютив пипер сол вода или зеленчуков бульон зехтин пресен кориандър,
68e52e7ec8f296d70cd8b0b9,Супа топчета кайма смес ориз лук морков магданоз сол черен пипер чубрица зеленчуков бульон кисело мляко жълтък брашно пресен чесън олио,
68d543981adf687315c6c8ea,ориз басмати със сушени плодове и нар ориз басмати сурово кашу сушени кайсии нар червен лук чесън звездовиден анасон кардамон канела куркума олио солна вкус,
68e52e7ec8f296d70cd8b2e5,Пъстърва в лозов лист със сланина и пресен лук на фурна пъстърва сланина лозови листа лук мащерка сол черен пипер,
68d6c5cfc55ae9b87e6e1dde,турски сладки с орехи брашно кисело мляко олио масло яйца бакпулвер ванилия орехи захар вода лимонов сок шамфъстък (счукан),
68d6c5ecc55ae9b87e6e519b,торта с шоколад и ягоди готови блатове млечен шоколад черен шоколад течна сметана маскарпоне течна сметана ягоди пудра захар,
68d543dc1adf687315c6cda0,салата от тиквички с доматен сос тиквички домати чесън лук магданоз олио захар солна вкус,
68d5438f1adf687315c6c857,"пай от варени картофи, кашкавал и крема сирене яйца картофи кашкавал прясно мляко крема сирене чери домати зехтин червен лук пресен розмарин индийско орехче чесън на прах солна вкус черен пиперна вкус",
68e52e7ec8f296d70cd8b375,Свински стек с бобова гарнитура свински стек краве масло зелен фасул черен боб боб лук олио сол черен пипер чубрица,
68d5438f1adf687315c6c855,талиатели арабиата талиатели стерилизирани домати на кубчета лук чесън доматено пюре пармезан зехтин пресен босилек сух босилек чили солна вкус черен пиперна вкус,
68e52e7ec8f296d70cd8b12e,"Пуйка, пълнена с ориз и стафиди цяла пуйка бекон краве масло стафида ориз зеленчуков бульон лук олио мащерка сол черен пипер червен пипер",
68d6c5d5c55ae9b87e6e201f,сардела с картофки в еърфрайър сардела брашно сол черен пипер червен пипер зехтин или олио бяло вино рибен сос риган горчица картофи сол къри,
68d543931adf687315c6c8a2,сладолед с извара и кайсии извара сладкарска сметана кайсии кондензирано мляко кафява захар ванилов екстракт,
68e52e7ec8f296d70cd8b3bf,Тиролски gröstl свински котлет картоф лук ябълка майорана магданоз червено цвекло сол черен пипер олио,
68e52e7ec8f296d70cd8b1af,Вегански палачинки с малини брашно кокосова захар бакпулвер соево мляко оцет олио малина сол лимонов сок кокосова сметана,
68d6c5f1c55ae9b87e6e5338,датска плитка с рикота и горски плодове мая хладка вода яйца мед масло брашно рикота сол захар ванилия горски плодове ром ликьор нишесте захар белтък конфитюр кафява захар,
68d543c51adf687315c6cc0c,чийзкейк с портокали обикновени бисквити течна сметана крема сирене пудра захар масло какао желатин портокали,
68d6c5f1c55ae9b87e6e5337,салата с айсберг и синьо сирене салата айсберг домати бекон царевица майонеза кисело мляко синьо сирене сол черен пипер маслини,
68d6c5d8c55ae9b87e6e2176,морковени мъфини с оризово брашно оризово брашно бакпулвер моркови кашкавалена извара скир яйца протеиново сирене зелен лук спанак зехтин растителен протеин сол черен пипер чубрица семена,
68d543b11adf687315c6cab2,"пълнен толстолоб с ориз и гъби толстолобцял, около 4 кг ориз гъби лук моркови прясна целина чесън зехтин бяло виноили зеленчуков бульон солна вкус черен пиперна вкус",
68d6c5d5c55ae9b87e6e2008,филе от сьомгова пъстърва на фурна сьомгова пъстърва филе зехтин сушен босилек чесън лимонов сок сол черен пипер куркума,
68d6c5d0c55ae9b87e6e1e62,сладък салам с шоколад и сушени вишни бисквити роден край шоколад заквасена сметана лешници захар сушени вишни ром,
68e52e7ec8f296d70cd8b3af,"Десерт от извара, праскови и карамел с хрупкави туиля краве масло белтък пудра захар брашно мазнина захар готварска сметана праскова извара йогурт хартия за печене",
68d3c2999e434f308c5924f8,Ролца от тиквички с крем сирене тиквички крем сирене чесън орехи копър зехтин зехтин оцет,
68d6c5d2c55ae9b87e6e1eee,турски таратор (havuç tarator) моркови цедено кисело мляко чесън олио сол орехи,
68d6c5ecc55ae9b87e6e51a8,пилешки дробчета със зеленчуци и кашкавал дробчета чушки чушки лук доматено пюре кашкавал брашно олио черен пипер сол чубрица,
68d3ca619e434f308c592b43,"Постни зелеви сарми с боб,ориз и булгур кисело зеле боб булгур ориз лук олио червен пипер черен пипер",
68d543b11adf687315c6caa8,салата „цезар“ с пиле и крутони чабатаили багета олио солна вкус черен пиперна вкус салата айсберг пилешко филе пармезан черен пиперна вкус солна вкус майонеза пармезан кисело мляко горчица балсамов оцет черен пиперна вкус солна вкус,
68e52e7ec8f296d70cd8b3ad,Сватбена къпкейк торта краве масло захар сол портокал яйце брашно бакпулвер кафе замразени малини пудра захар високомаслено прясно зърнесто сирене перли за украса,
68d6c5cec55ae9b87e6e1d87,златни панирани гъби гъби печурки (средни) яйца брашно галета сол черен пипер олио,
68e52e7ec8f296d70cd8b2e2,Сладка баница с локум и орехи точени кори орех локум вода захар олио пудра захар,
68d6c5cfc55ae9b87e6e1dec,турски питки с копър и сирене бяло сирене пресен копър брашно кисело мляко олио или зехтин яйца бакпулвер сол масло,
68d543d71adf687315c6cd3e,домашни понички с кисело мляко жълтък белтък захар брашно кисело мляко олио бакпулвер сол сода бикарбонат масло индийско орехче,
68d6c5d3c55ae9b87e6e1f5f,печен картоф на акордеон с богата плънка картофи колбас домати кашкавал чесън зехтин сол черен пипер магданоз,
68d543dd1adf687315c6cdaa,маринована копърка с лук и лимон маринована копърка червен лук лук зелен лук магданоз лимони маслиниза украса,
68d6c5d6c55ae9b87e6e20a1,вареники с череши брашно вода сол олио череши захар череши нишесте захар,
68e52e7ec8f296d70cd8b127,Яхния от патица с арпаджик цяла патица арпаджик домат морков целина доматено пюре дафинов лист чесън краве масло олио червен пипер магданоз брашно сол черен пипер,
68e52e7ec8f296d70cd8b3d6,Пъстърва с билкова марината пъстърва бланширани картофи лимон брашно краве масло магданоз сол черен пипер олио хартия за печене,
68e52e7ec8f296d70cd8b3fe,Индийска къри супа с топинг лук морков ябълка олио къри кокосово мляко зеленчуков бульон микс от ядки със стафиди магданоз лайм сол черен пипер,
68d6c5d6c55ae9b87e6e20b4,свински ребърца с пресни картофи на фурна свински ребра пресни картофи чесън дафинов лист черен пипер бахар червен пипер пипер меланж хималайска сол олио мед чубрица мащерка,
68e52e7ec8f296d70cd8b1ea,"Торта с карамел, тиква и карамелизирани орехи яйце тиква прясно мляко захар канела индийско орехче ванилия белтък захар сол канела",
68e52e7ec8f296d70cd8b163,Пълнени чушки с ориз и кайма червена чушка кайма смес морков лук чесън маслиново масло ориз червен пипер вода домат чубрица магданоз сол черен пипер кисело мляко яйце олио брашно,
68d543d71adf687315c6cd49,рецепта за вкусна чорба от зелен боб стерелизиран зелен боб лук моркови картофи чесън олио брашно червен пипер копър солна вкус,
68e52e7ec8f296d70cd8b11b,"Агнешки котлети с картофи, млечно-ментов сос и спаначена салата агнешки ребра сол черен пипер олио картоф заквасена сметана кисело мляко горчица мед маслиново масло мента чесън сол бейби спанак круша",
68e52e7ec8f296d70cd8b296,Пилешко филе с хамон и ризото с броколи пилешко филе босилек моцарела хамон серрано лук ориз за ризото бяло вино зеленчуков бульон пармезан броколи маслиново масло краве масло сол черен пипер,
68d6c5d5c55ae9b87e6e2010,телешко задушено по гръцки (телешко стифадо) телешко месо арпаджик зехтин чесън червено вино телешки бульон доматено пюре сушен риган мащерка дафинов лист сол черен пипер пресен магданоз,
68d543931adf687315c6c890,салатен дресинг с кисело мляко майонеза кисело мляко пармезан люти чушки чесън лайм магданозили кориандър,
68d6c5d6c55ae9b87e6e2065,"спагети с тиквички, гъби и песто спагети чесън тиквички гъби песто олио сол черен пипер кашкавал",
68d6c5d7c55ae9b87e6e20db,шоколадов пудинг с варени яйца варени яйца банани кисело мляко какао мед ванилия плодове,
68e52e7ec8f296d70cd8b3e6,Запечен тост с кренвирши хляб кренвирш сирене гауда горчица кетчуп домат сол черен пипер,
68e52e7ec8f296d70cd8b0f2,Пилешки крилца с хрупкави картофи или чипс в еър фрайър пилешки крила брашно сол черен пипер чесън на прах олио масло чесън чили картоф сода олио сол черен пипер,
68d543c11adf687315c6cbcd,кюфтета от крема сирене с мента крема сирене яйца жълтък галета прясна мента зехтин солна вкус черен пиперна вкус,
68d6c5cfc55ae9b87e6e1e14,брауни с тиква и шоколад черен шоколад масло захар яйца брашно какао ванилия сол пюре от тиква крема сирене захар яйца канела джинджифил на прах индийско орехче,
68e52e7ec8f296d70cd8b230,Суфле от лапад и коприва с козе сирене козе сирене лапад коприва пресен чесън прясно мляко яйце лешник брашно краве масло хлебни трохи сол черен пипер яйце кисело мляко майонеза маслиново масло копър сол черен пипер,
68d543991adf687315c6c906,салата с боб „крина гигант“ и пилешко сварен боб крина гигант пушено пилешко филе червен лук прясна целина ябълки мед горчица майонеза кисело мляко прясна мащерка магданоз солна вкус черен пиперна вкус,
68e52e7ec8f296d70cd8b4a1,"Пълнен заек с ориз, гъби и спанак цял заек краве масло олио ориз печурка праз лук спанак морков лук чесън бяло вино мащерка дафинов лист домат сол черен пипер червен пипер",
68d6c5d3c55ae9b87e6e1f62,пухкав сладкиш с нектарини яйца захар кисело мляко олио брашно бакпулвер ванилия нектарини масло пудра захар,
68d6c5edc55ae9b87e6e51c4,бисквитени пастички с крем и ягоди бисквити петит бьор сок от бъз прясно мляко кафява захар царевично нишесте течна сметана жълтъци ягоди шоколадови пръчици,
68e52e7ec8f296d70cd8b4db,Рибай стек с винен сос и ризото с гъби рибай стек краве масло мащерка зеленчуков бульон говежди бульон червено вино лук ориз за ризото печурка пармезан маслиново масло сол черен пипер,
68d6c5efc55ae9b87e6e526a,портокалов сос сок от портокал лук масло сол ром царевично нишесте розмарин,
68d543a01adf687315c6c97d,макарони с гъби макарони гъби грахот консерва лук моркови чесън бяло вино олио магданоз солна вкус,
68e52e7ec8f296d70cd8b1a8,Бананов хляб с боровинки банан брашно бакпулвер сода бикарбонат сол кафява захар олио бадем боровинка филиран бадем пудра захар,
68d6c5d4c55ae9b87e6e1fd4,лятна паста със спанак и лимонова кора спанак домати лук чесън масло зехтин мед кора лимон спагети сол черен пипер пармезан,
68d543ca1adf687315c6cc6c,зелена салата с пушено пиле зелена салата пушено пилешко бутче домати чушки царевицамалка зехтинили олио лимонов сок солна вкус,
68e52e7ec8f296d70cd8b275,Арабска супа от леща със спанак червена леща спанак лук чесън морков олио кориандър бахар кимион зеленчуков бульон лимонов сок сол лют червен пипер лют червен пипер дафинов лист магданоз,
68e52e7ec8f296d70cd8b4a6,Рагу от свински врат с ябълки свински врат ябълка лук чесън мащерка белен домат ориз олио магданоз зеленчуков бульон краве масло сол черен пипер,
68d6c5d0c55ae9b87e6e1e1d,домашно кьопоолу от търновски домати за консерва червени чушки патладжан лук чесън магданоз хималайска сол олио,
68d6c5d7c55ae9b87e6e20fa,кюфтета от тиквички с шафран и кашкавал тиквички кашкавал яйца галета брашно лук чесън шафран куркума сол черен пипер пресен копър магданоз зехтин,
68d543d71adf687315c6cd3f,плодово руло със сметана яйца захар брашно течна сметана ягодов конфитюрили друг вид по избор ванилия сол1 щипка пудра захарза поръсване,
68d3c2899e434f308c5924e7,Пресни картофи и тиквички на фурна картофи моркови копър сирене тиквички,
68d6c5d0c55ae9b87e6e1e43,талиатели със спанак и бекон спагети спанак бекон зехтин чесън готварска сметана пармезан сол кедрови ядки черен пипер индийско орехче,
68d543a21adf687315c6c99e,тиквен тарт брашно масло яйца захар тиква течна сметана захар яйца,
68e52e7ec8f296d70cd8b50c,Пуешко с тиквички и шийтаке в уок пуешки шницели печурка лук тиквичка ориз олио чесън соев сос зеленчуков бульон лимонов сок сол,
68d6c5d9c55ae9b87e6e21b6,маслен лимонов кекс яйца захар краве масло брашно лимонов сок прясно мляко нишесте бадеми ванилия бакпулвер лимонова кора,
68d5439c1adf687315c6c938,ньоки с пилешко месо на фурна макарониньоки пилешко филе лук аспержи гъби кашкавал синьо сирене готварска сметана стерилизирани домати на кубчета олио магданоз солна вкус черен пиперна вкус,
68d543b41adf687315c6cae7,лимонада mango tonic и босилек пюре от манго швепс тоник портокали пресен босилек,
68d5438f1adf687315c6c84d,пица с блат от яйца и хуск яйца кисело мляко пармезан хуск моцарела чедър чери домати маслини зехтин чесън пресен босилек,
68e52e7ec8f296d70cd8b383,Кесадия с пилешки ленти пилешко филе чесън лайм маслиново масло домат жълта чушка гауда тортиля питка високомаслено прясно зърнесто сирене сол черен пипер,
68d6c5cfc55ae9b87e6e1dc5,мезе от октопод с пушен пипер и зехтин октопод картофи зехтин екстра върджин пушен червен пипер морска сол (едра) магданоз или див лук,
68d543961adf687315c6c8c5,супа с печено свинско месо свинско месопечено гъби спанак лук картофи моркови селъри чесън зехтин суха мащеркана вкус солна вкус черен пиперна вкус,
68e52e7ec8f296d70cd8b382,Рамстек с чимичури рамстек лук чесън люта чушка магданоз риган бял балсамов оцет маслиново масло сол алуминиево фолио,
68d543b81adf687315c6cb2b,зелена салата с филе от пушена риба филе от пушена пъстърваили пушена скумрия сладка царевица зелена салата репички зелен лук зехтинили олио лимонов сокили оцет маслиниза украса солна вкус,
68d6c5d8c55ae9b87e6e2161,козунак с брашно от спелта брашно от спелта прясно мляко мая захар ванилия сол яйца олио мас масло портокали,
68d6c5d2c55ae9b87e6e1f27,пиле с вино и билки – вкус от прованс пиле червено вино гъби моркови шалот целина бекон чесън брашно доматено пюре дафинов лист пресен розмарин и мащерка зехтин или масло сол черен пипер,
68e52e7ec8f296d70cd8b0e8,Бургер от говеждо с чедър и скариди бургер от говеждо месо бриош печурка лайм скарида червен лук чеснов сос чери домат рукола маслиново масло мента тиквичка сол черен пипер,
68d6c5efc55ae9b87e6e52b5,"галет с тиква, сирене фета и карамелизиран лук масло брашно яйца сол тиква фета праз",
